domain_accession,n_species,species_fraction,category,domain_name,description,clan_accession,clan_id
PF14649,7,0.35,shell,Spatacsin_C,Spatacsin C-terminus,,
PF20520,7,0.35,shell,Ac45-VOA1_TM,V0 complex accessory subunit Ac45/VOA1 transmembrane domain,,
PF14633,7,0.35,shell,SH2_2,SH2 domain,CL0541,SH2-like
PF20428,7,0.35,shell,Sey1_3HB,Sey1 three-helix bundle domain,,
PF20653,7,0.35,shell,COG6_C,"Conserved Oligomeric Golgi complex subunit 6, C-terminal",CL0020,TPR
PF09801,7,0.35,shell,SYS1,Integral membrane protein S linking to the trans Golgi network,,
PF01067,7,0.35,shell,Calpain_III,"Calpain large subunit, domain III",CL0202,GBD
PF10193,7,0.35,shell,Telomere_reg-2,Telomere length regulation protein,,
PF05030,7,0.35,shell,SSXT,SSXT protein (N-terminal region),,
PF23410,7,0.35,shell,Beta-prop_VPS8,Vps8 beta-propeller,CL0186,Beta_propeller
PF13603,7,0.35,shell,tRNA-synt_1_2,"Leucyl-tRNA synthetase, editing domain",CL0039,HUP
PF13428,7,0.35,shell,TPR_14,Tetratricopeptide repeat,CL0020,TPR
PF03711,7,0.35,shell,OKR_DC_1_C,"Orn/Lys/Arg decarboxylase, C-terminal domain",,
PF13419,7,0.35,shell,HAD_2,Haloacid dehalogenase-like hydrolase,CL0137,HAD
PF06022,7,0.35,shell,Cir_Bir_Yir,Plasmodium variant antigen protein Cir/Yir/Bir,CL0411,Vir
PF11969,7,0.35,shell,DcpS_C,Scavenger mRNA decapping enzyme C-term binding,CL0265,HIT
PF05756,7,0.35,shell,S-antigen,S-antigen protein,,
PF23670,7,0.35,shell,PIGBOS1,PIGBOS1-like,,
PF12894,7,0.35,shell,ANAPC4_WD40,Anaphase-promoting complex subunit 4 WD40 domain,CL0186,Beta_propeller
PF23227,7,0.35,shell,HEAT_MROH2B_C,"MROH2B-like, HEAT repeats",CL0020,TPR
PF12361,7,0.35,shell,DBP,Duffy-antigen binding protein ,,
PF13831,7,0.35,shell,PHD_2,PHD-finger,CL0229,RING
PF04499,7,0.35,shell,SAPS,SIT4 phosphatase-associated protein,,
PF00569,7,0.35,shell,ZZ,"Zinc finger, ZZ type",CL0229,RING
PF17745,7,0.35,shell,Ydr279_N,Ydr279p protein triple barrel domain,CL0662,Triple_barrel
PF13001,6,0.3,shell,ECM29_N,"Proteasome component ECM29, N-terminal",CL0020,TPR
PF12309,6,0.3,shell,KBP_C,KIF-1 binding protein C terminal,CL0020,TPR
PF09808,6,0.3,shell,SNAPC1,"Small nuclear RNA activating complex (SNAPc), subunit 1",,
PF18517,6,0.3,shell,LZ3wCH,Leucine zipper with capping helix domain,,
PF04874,6,0.3,shell,Mak16,Mak16 protein C-terminal region,,
PF01202,6,0.3,shell,SKI,Shikimate kinase,CL0023,P-loop_NTPase
PF20258,6,0.3,shell,tRNA_Me_trans_C,Aminomethyltransferase beta-barrel domain,CL0740,GCV_T_C
PF17177,6,0.3,shell,PPR_long,Pentacotripeptide-repeat region of PRORP,CL0020,TPR
PF04417,6,0.3,shell,DUF501,Protein of unknown function (DUF501),,
PF08221,6,0.3,shell,HTH_9,RNA polymerase III subunit RPC82 helix-turn-helix domain,CL0123,HTH
PF18044,6,0.3,shell,zf-CCCH_4,CCCH-type zinc finger,CL0537,CCCH_zf
PF04886,6,0.3,shell,PT,PT disordered repeat,,
PF12377,6,0.3,shell,DuffyBP_N,Duffy binding protein N terminal ,,
PF00929,6,0.3,shell,RNase_T,Exonuclease,CL0219,RNase_H
PF16134,6,0.3,shell,THOC2_N,THO complex subunit 2 N-terminus,,
PF12624,6,0.3,shell,VPS13_N,VPS13-like family N-terminal region,CL0760,RBG
PF23419,6,0.3,shell,WD40_RFWD3,E3 ubiquitin-protein ligase RFWD3 WD40 domain,CL0186,Beta_propeller
PF00611,6,0.3,shell,FCH,"Fes/CIP4, and EFC/F-BAR homology domain",CL0145,Golgi-transport
PF01103,5,0.25,shell,Omp85,Omp85 superfamily domain,CL0193,MBB
PF16507,5,0.25,shell,HEAT_PSME4_mid,"Proteasome activator complex subunit 4, mid HEAT repeats region",CL0020,TPR
PF06278,5,0.25,shell,CNDH2_N,"Condensin II complex subunit CAP-H2 or CNDH2, N-terminal",,
PF09032,5,0.25,shell,Siah-Interact_N,"Siah interacting protein, N terminal ",,
PF16503,5,0.25,shell,zn-ribbon_14,Zinc-ribbon,,
PF01744,5,0.25,shell,GLTT,GLTT repeat (6 copies),,
PF14533,5,0.25,shell,USP7_C2,Ubiquitin-specific protease C-terminal,CL0072,Ubiquitin
PF06743,5,0.25,shell,FAST_1,"FAST kinase-like protein, subdomain 1",CL0020,TPR
PF22667,5,0.25,shell,Lon_lid,Lon protease AAA+ ATPase lid domain,CL0671,AAA_lid
PF10358,5,0.25,shell,NT-C2,N-terminal C2 in EEIG1 and EHBP1 proteins,CL0154,C2
PF13347,5,0.25,shell,MFS_2,MFS/sugar transport protein,CL0015,MFS
PF25168,5,0.25,shell,Beta-prop_WDR36-Utp21_2nd,WDR36/Utp21 second beta-propeller domain,CL0186,Beta_propeller
PF13432,5,0.25,shell,TPR_16,Tetratricopeptide repeat,CL0020,TPR
PF00205,5,0.25,shell,TPP_enzyme_M,"Thiamine pyrophosphate enzyme, central domain",CL0063,NADP_Rossmann
PF04539,5,0.25,shell,Sigma70_r3,Sigma-70 region 3,CL0123,HTH
PF22605,5,0.25,shell,IBR_2,IBR domain,CL0229,RING
PF03011,5,0.25,shell,PFEMP,PFEMP1 DBL domain,CL0195,DBL
PF02928,5,0.25,shell,zf-C5HC2,C5HC2 zinc finger,,
PF01126,5,0.25,shell,Heme_oxygenase,Heme oxygenase,CL0230,HO
PF12409,5,0.25,shell,P5-ATPase,P5-type ATPase cation transporter,,
PF05181,5,0.25,shell,XPA_C,XPA protein C-terminus,CL0123,HTH
PF03203,5,0.25,shell,MerC,MerC mercury resistance protein,,
PF02833,5,0.25,shell,DHHA2,DHHA2 domain,,
PF00144,5,0.25,shell,Beta-lactamase,Beta-lactamase,CL0013,Beta-lactamase
PF06027,5,0.25,shell,SLC35F,Solute carrier family 35,CL0184,DMT
PF17683,5,0.25,shell,TFIIF_beta_N,"TFIIF, beta subunit N-terminus",CL0662,Triple_barrel
PF06439,5,0.25,shell,3keto-disac_hyd,"3-keto-alpha-glucoside-1,2-lyase-like domain",CL0004,Concanavalin
PF16242,5,0.25,shell,Pyrid_ox_like,Pyridoxamine 5'-phosphate oxidase like,CL0336,FMN-binding
PF01554,5,0.25,shell,MatE,MatE,CL0222,MviN_MATE
PF09405,4,0.2,shell,Btz,CASC3/Barentsz eIF4AIII binding,,
PF02926,4,0.2,shell,THUMP,THUMP domain,CL0747,THUMP
PF10511,4,0.2,shell,Cementoin,Trappin protein transglutaminase binding domain,,
PF14237,4,0.2,shell,GYF_2,GYF domain 2,CL0673,GYF
PF22178,4,0.2,shell,Gp5_trimer_C,Bacteriophage T4 gp5 C-terminal trimerisation domain,CL0606,Phage_fibre
PF17215,4,0.2,shell,Rrp44_S1,S1 domain,CL0021,OB
PF08458,4,0.2,shell,PH_2,Plant pleckstrin homology-like region,CL0266,PH
PF03828,4,0.2,shell,PAP_assoc,Cid1 family poly A polymerase,,
PF23469,4,0.2,shell,KH_12,KH-domain,CL0007,KH
PF25092,4,0.2,shell,SH3_KIN17_C,KIN17 C-terminal SH3 domain,CL0010,SH3
PF13696,4,0.2,shell,zf-CCHC_2,Zinc knuckle,CL0511,Retroviral_zf
PF09592,4,0.2,shell,DUF2031,Protein of unknown function (DUF2031),,
PF18131,4,0.2,shell,KN17_SH3,KN17 SH3-like domain,CL0010,SH3
PF19032,4,0.2,shell,Intu_longin_2,Intu longin-like domain 2,CL0431,PF
PF07646,4,0.2,shell,Kelch_2,Kelch motif,CL0186,Beta_propeller
PF02789,4,0.2,shell,Peptidase_M17_N,"Cytosol aminopeptidase family, N-terminal domain",CL0223,MACRO
PF16690,4,0.2,shell,MMACHC,Methylmalonic aciduria and homocystinuria type C family,CL0529,FMN-dep-NRtase
PF10253,4,0.2,shell,PRCC,"Mitotic checkpoint regulator, MAD2B-interacting",,
PF08683,4,0.2,shell,CAMSAP_CKK,Microtubule-binding calmodulin-regulated spectrin-associated,CL0350,PRC-barrel
PF00433,4,0.2,shell,Pkinase_C,Protein kinase C terminal domain,,
PF10205,4,0.2,shell,KLRAQ,Predicted coiled-coil domain-containing protein,,
PF07418,4,0.2,shell,PCEMA1,Acidic phosphoprotein precursor PCEMA1,,
PF09690,4,0.2,shell,PYST-C1,Plasmodium yoelii subtelomeric region (PYST-C1),,
PF12887,4,0.2,shell,SICA_alpha,SICA extracellular alpha domain,CL0474,SICA_like
PF03130,4,0.2,shell,HEAT_PBS,PBS lyase HEAT-like repeat,CL0020,TPR
PF18552,4,0.2,shell,PheRS_DBD1,PheRS DNA binding domain 1 ,CL0123,HTH
PF01733,4,0.2,shell,Nucleoside_tran,Nucleoside transporter,CL0015,MFS
PF16837,4,0.2,shell,SF3A3,"Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9",,
PF02637,4,0.2,shell,GatB_Yqey,GatB domain,CL0279,GatB_YqeY
PF05671,3,0.15,shell,GETHR,GETHR pentapeptide repeat (5 copies),,
PF15447,3,0.15,shell,NTS,N-terminal segments of PfEMP1,,
PF02009,3,0.15,shell,RIFIN,Rifin,CL0656,VSA
PF15445,3,0.15,shell,ATS,"acidic terminal segments, variant surface antigen of PfEMP1",,
PF24181,3,0.15,shell,TPR_TTI1_C,TTI1 C-terminal TPR domain,CL0020,TPR
PF12135,3,0.15,shell,Plasmo_rep,Plasmodium repeat family,,
PF18027,3,0.15,shell,Pepdidase_M14_N,Cytosolic carboxypeptidase N-terminal domain,,
PF08544,3,0.15,shell,GHMP_kinases_C,GHMP kinases C terminal ,CL0677,GHMP_C
PF07244,3,0.15,shell,POTRA,Surface antigen variable number repeat,CL0191,POTRA
PF27846,3,0.15,shell,tSAM_targ_Cxxx_rpt,Modification target Cys-rich repeat,,
PF22672,3,0.15,shell,DBL_C,"Duffy-binding-like domain, C-terminal subdomain",CL0195,DBL
PF12722,3,0.15,shell,Hid1,High-temperature-induced dauer-formation protein,CL0456,Golgi_traff
PF05405,3,0.15,shell,Mt_ATP-synt_B,Mitochondrial ATP synthase B chain precursor (ATP-synt_B),CL0255,ATP_synthase
PF23241,3,0.15,shell,HAT_PRP39_C,PRP39 C-terminal HAT repeat,CL0020,TPR
PF05403,3,0.15,shell,Plasmodium_HRP,Plasmodium histidine-rich protein (HRPII/III),,
PF17872,3,0.15,shell,AAA_lid_10,AAA lid domain,CL0671,AAA_lid
PF08492,3,0.15,shell,SRP72,SRP72 RNA-binding domain,,
PF00985,3,0.15,shell,MSA_2,Merozoite Surface Antigen 2 (MSA-2) family,,
PF07228,3,0.15,shell,SpoIIE,Stage II sporulation protein E (SpoIIE),CL0238,PP2C
PF12878,3,0.15,shell,SICA_beta,SICA extracellular beta domain,CL0474,SICA_like
PF13691,3,0.15,shell,Lactamase_B_4,tRNase Z endonuclease,CL0381,Metallo-HOrase
PF16495,3,0.15,shell,SWIRM-assoc_1,SWIRM-associated region 1,,
PF08433,3,0.15,shell,KTI12,Chromatin associated protein KTI12 ,CL0023,P-loop_NTPase
PF02818,3,0.15,shell,PPAK,PPAK motif,,
PF24894,3,0.15,shell,Hexapep_GlmU,"GlmU-like, C-terminal hexapeptide",CL0536,HEXAPEP
PF02526,3,0.15,shell,GBP_repeat,Glycophorin-binding protein,,
PF02809,3,0.15,shell,UIM,Ubiquitin interaction motif,CL0702,UIM
PF01979,3,0.15,shell,Amidohydro_1,Amidohydrolase family,CL0036,TIM_barrel
PF20260,3,0.15,shell,PUA_4,RNA methyltransferase PUA domain,CL0178,PUA
PF02602,3,0.15,shell,HEM4,Uroporphyrinogen-III synthase HemD,,
PF20671,3,0.15,shell,COG3_C,"Conserved oligomeric Golgi complex subunit 3, C-terminal",CL0020,TPR
PF04670,3,0.15,shell,Gtr1_RagA,Gtr1/RagA G protein conserved region,CL0023,P-loop_NTPase
PF09715,3,0.15,shell,Plasmod_dom_1,Plasmodium protein of unknown function (Plasmod_dom_1),,
PF02045,2,0.1,cloud,CBFB_NFYA,CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B,,
PF10451,2,0.1,cloud,Stn1,Telomere regulation protein Stn1,CL0021,OB
PF06090,2,0.1,cloud,Ins_P5_2-kin,Inositol-pentakisphosphate 2-kinase,CL0016,PKinase
PF25966,2,0.1,cloud,Myo5a,Unconventional myosin-Va domain,,
PF07969,2,0.1,cloud,Amidohydro_3,Amidohydrolase family,CL0036,TIM_barrel
PF02272,2,0.1,cloud,DHHA1,DHHA1 domain,,
PF12738,2,0.1,cloud,PTCB-BRCT,twin BRCT domain,CL0459,BRCT-like
PF01909,2,0.1,cloud,NTP_transf_2,Nucleotidyltransferase domain,CL0260,NTP_transf
PF00078,2,0.1,cloud,RVT_1,Reverse transcriptase (RNA-dependent DNA polymerase),CL0027,RdRP
PF04434,2,0.1,cloud,SWIM,SWIM zinc finger,,
PF17410,2,0.1,cloud,Stevor,Subtelomeric Variable Open Reading frame,CL0656,VSA
PF17919,2,0.1,cloud,RT_RNaseH_2,RNase H-like domain found in reverse transcriptase,CL0219,RNase_H
PF26973,2,0.1,cloud,Thioredoxin-like_DJC16_2nd,"DJC16, Thioredoxin-like domain 2",CL0176,Chemosens_recp
PF25097,2,0.1,cloud,ARM_Cnot1,Cnot1 ARM repeat,CL0020,TPR
PF09772,2,0.1,cloud,Tmem26,Transmembrane protein 26,,
PF05677,2,0.1,cloud,DUF818,Chlamydia CHLPS protein (DUF818),CL0028,AB_hydrolase
PF09689,2,0.1,cloud,PY_rept_46,Plasmodium yoelii repeat (PY_rept_46),,
PF06293,2,0.1,cloud,Kdo,Lipopolysaccharide kinase (Kdo/WaaP) family,CL0016,PKinase
PF08719,2,0.1,cloud,NADAR,NADAR domain,CL0787,NADAR-like
PF00132,2,0.1,cloud,Hexapep,Bacterial transferase hexapeptide (six repeats),CL0536,HEXAPEP
PF11839,2,0.1,cloud,Alanine_zipper,"Alanine-zipper, major outer membrane lipoprotein",CL0590,OML_zippers
PF06513,2,0.1,cloud,DUF1103,Repeat of unknown function (DUF1103),,
PF07933,2,0.1,cloud,DUF1681,Protein of unknown function (DUF1681),CL0266,PH
PF23598,2,0.1,cloud,LRR_14,Leucine-rich repeat region,CL0022,LRR
PF24621,2,0.1,cloud,DHQS_C,3-dehydroquinate synthase C-terminal,CL0886,ADH_DHQS_C-like
PF12315,2,0.1,cloud,DA1-like,Protein DA1,CL0126,Peptidase_MA
PF06807,2,0.1,cloud,Clp1,Pre-mRNA cleavage complex II protein Clp1,,
PF01169,2,0.1,cloud,GDT1,Divalent cation/proton antiporter GDT1,CL0292,LysE
PF08777,2,0.1,cloud,RRM_3,RNA binding motif,CL0221,RRM
PF04389,2,0.1,cloud,Peptidase_M28,Peptidase family M28,CL0865,ZnExoPePases
PF06522,2,0.1,cloud,B12D,NADH-ubiquinone reductase complex 1 MLRQ subunit,,
PF24947,2,0.1,cloud,PGM1_C_vert_fung,"Phosphoglucomutase-1, C-terminal domain",CL0407,TBP-like
PF10215,2,0.1,cloud,Ost4,Oligosaccaryltransferase,,
PF18592,2,0.1,cloud,Tho1_MOS11_C,Tho1/MOS11 C-terminal domain,,
PF00982,2,0.1,cloud,Glyco_transf_20,Glycosyltransferase family 20,CL0113,GT-B
PF07709,2,0.1,cloud,SRR,Seven Residue Repeat,,
PF20175,2,0.1,cloud,Tra1_central,Tra1 HEAT repeat central region,,
PF18562,2,0.1,cloud,CIDR1_gamma,Cysteine-Rich Interdomain Region 1 gamma,,
PF07391,2,0.1,cloud,NPR,NPR nonapeptide repeat (2 copies),,
PF04003,2,0.1,cloud,Utp12,Dip2/Utp12 Family,,
PF04671,2,0.1,cloud,Ag332,Erythrocyte membrane-associated giant protein antigen 332 ,,
PF22536,2,0.1,cloud,WHD_POLR3C,"POLR3C, C-terminal winged-helix domain ",CL0123,HTH
PF04127,2,0.1,cloud,DFP,DNA/pantothenate metabolism flavoprotein C-terminal domain,CL0063,NADP_Rossmann
PF14764,2,0.1,cloud,SPG48,"AP-5 complex subunit, vesicle trafficking",CL0020,TPR
PF08318,2,0.1,cloud,COG4_m,"COG4 transport protein, middle alpha-helical bundle",CL0020,TPR
PF00686,2,0.1,cloud,CBM_20,Starch binding domain,CL0369,GHD
PF13576,2,0.1,cloud,Pentapeptide_3,Pentapeptide repeats (9 copies),CL0505,Pentapeptide
PF16842,2,0.1,cloud,RRM_occluded,Occluded RNA-recognition motif,CL0221,RRM
PF07142,2,0.1,cloud,DUF1388,Repeat of unknown function (DUF1388),,
PF04270,2,0.1,cloud,Strep_his_triad,Streptococcal histidine triad protein ,,
PF13606,2,0.1,cloud,Ank_3,Ankyrin repeat,CL0465,Ank
PF21807,2,0.1,cloud,PfEMP1_CIDRalpha1_dom,"PfEMP1 protein, CIDRalpha1 domain",,
PF04095,2,0.1,cloud,NAPRTase,Nicotinate phosphoribosyltransferase (NAPRTase) family,CL0036,TIM_barrel
PF02453,2,0.1,cloud,Reticulon,Reticulon,CL0484,Peroxisome
PF07817,2,0.1,cloud,GLE1,GLE1-like protein,CL0020,TPR
PF16561,2,0.1,cloud,AMPK1_CBM,Glycogen recognition site of AMP-activated protein kinase,CL0369,GHD
PF13926,2,0.1,cloud,DUF4211,Domain of unknown function (DUF4211),,
PF14874,2,0.1,cloud,PapD-like,Flagellar-associated PapD-like,CL0159,E-set
PF02375,2,0.1,cloud,JmjN,jmjN domain,CL0029,Cupin
PF00780,2,0.1,cloud,CNH,CNH domain,CL0186,Beta_propeller
PF15613,2,0.1,cloud,WSD,"Williams-Beuren syndrome DDT (WSD), D-TOX E motif",,
PF16880,2,0.1,cloud,EHD_N,N-terminal EH-domain containing protein,,
PF19055,2,0.1,cloud,ABC2_membrane_7,ABC-2 type transporter,CL0181,ABC-2
PF19193,2,0.1,cloud,Tectonin,Tectonin domain,CL0186,Beta_propeller
PF15227,2,0.1,cloud,zf-C3HC4_4,"zinc finger of C3HC4-type, RING",CL0229,RING
PF02358,2,0.1,cloud,Trehalose_PPase,Trehalose-phosphatase,CL0137,HAD
PF05216,2,0.1,cloud,UNC-50,UNC-50 family,,
PF02954,1,0.05,cloud,HTH_8,"Bacterial regulatory protein, Fis family",CL0123,HTH
PF00075,1,0.05,cloud,RNase_H,RNase H,CL0219,RNase_H
PF14447,1,0.05,cloud,Prok-RING_4,Prokaryotic RING finger family 4,CL0229,RING
PF04090,1,0.05,cloud,Rrn11,RNA polymerase I-specific transcription initiation factor Rrn11,CL0020,TPR
PF00301,1,0.05,cloud,Rubredoxin,Rubredoxin,CL0167,Zn_Beta_Ribbon
PF14469,1,0.05,cloud,AKAP28,28 kDa A-kinase anchor ,,
PF08976,1,0.05,cloud,EF-hand_11,EF-hand domain,CL0220,EF_hand
PF01936,1,0.05,cloud,NYN,NYN domain,CL0280,PIN
PF00361,1,0.05,cloud,Proton_antipo_M,"NADH:quinone oxidoreductase/Mrp antiporter, TM",CL0425,ComplexI-N
PF04982,1,0.05,cloud,TM_HPP,"HPP, transmembrane region",CL0307,FUSC
PF06745,1,0.05,cloud,ATPase,KaiC,CL0023,P-loop_NTPase
PF06131,1,0.05,cloud,DUF963,Schizosaccharomyces pombe repeat of unknown function (DUF963),,
PF25376,1,0.05,cloud,Pre-PUA_NSUN2,NSUN2 Pre-PUA domain,CL0668,Pre-PUA
PF00008,1,0.05,cloud,EGF,EGF-like domain,CL0001,EGF
PF10508,1,0.05,cloud,Proteasom_PSMB,Proteasome non-ATPase 26S subunit,CL0020,TPR
PF27974,1,0.05,cloud,Ninein_long_CC,Ninein long Coiled-coil domain,,
PF17216,1,0.05,cloud,Rrp44_CSD1,Rrp44-like cold shock domain,CL0021,OB
PF28289,1,0.05,cloud,BV97_02767,BV97_02767-like,,
PF10513,1,0.05,cloud,EPL1,Enhancer of polycomb-like,,
PF06040,1,0.05,cloud,Adeno_E3,Adenovirus E3 protein,,
PF10564,1,0.05,cloud,MAR_sialic_bdg,Sialic-acid binding micronemal adhesive repeat,,
PF10576,1,0.05,cloud,EndIII_4Fe-2S,Iron-sulfur binding domain of endonuclease III,,
PF02482,1,0.05,cloud,Ribosomal_S30AE,Sigma 54 modulation protein / S30EA ribosomal protein,CL0219,RNase_H
PF28337,1,0.05,cloud,NNF2_middle,NNF2 middle helical domain,,
PF08626,1,0.05,cloud,TRAPPC9-Trs120,"Trs120/TRAPPC9, N-terminal domain",,
PF21300,1,0.05,cloud,LbR_Ice_bind,Grass antifreeze beta roll,,
PF00608,1,0.05,cloud,Adeno_shaft,Adenoviral fibre protein (repeat/shaft region),CL0674,Triple_B_spiral
PF01653,1,0.05,cloud,DNA_ligase_aden,NAD-dependent DNA ligase adenylation domain,CL0179,ATP-grasp
PF19439,1,0.05,cloud,CLEC16A_C,CLEC16A C-terminal PH-like domain,CL0266,PH
PF07382,1,0.05,cloud,HC2,Histone H1-like nucleoprotein HC2,,
PF10139,1,0.05,cloud,Virul_Fac,Putative bacterial virulence factor,,
PF26862,1,0.05,cloud,Phage_T4_Y10B,Phage T4 Y10B protein,,
PF04855,1,0.05,cloud,SNF5,SNF5 / SMARCB1 / INI1,,
PF26779,1,0.05,cloud,HEAT_NCAPD3_2,Condensin-2 complex subunit D3-like. HEAT repeats,CL0020,TPR
PF09724,1,0.05,cloud,Dcc1,Sister chromatid cohesion protein Dcc1,,
PF19500,1,0.05,cloud,DUF6035,Domain of unknown function (DUF6035),CL0236,PDDEXK
PF19835,1,0.05,cloud,SegE_GIY-YIG,"Putative endonuclease segE, GIY-YIG domain",CL0418,GIY-YIG
PF02022,1,0.05,cloud,Integrase_Zn,Integrase Zinc binding domain,CL0123,HTH
PF06419,1,0.05,cloud,COG6_N,"Conserved oligomeric complex COG6, N-terminal",CL0020,TPR
PF20426,1,0.05,cloud,NBCH_WD40,Neurobeachin beta propeller domain,CL0186,Beta_propeller
PF20651,1,0.05,cloud,EXOC6_Sec15_N,"Exocyst complex component EXOC6/Sec15, N-terminal",CL0020,TPR
PF27509,1,0.05,cloud,DUF8349,Domain of unknown function (DUF8349),,
PF09649,1,0.05,cloud,CHZ,Histone chaperone domain CHZ,,
PF00036,1,0.05,cloud,EF-hand_1,EF hand domain,CL0220,EF_hand
PF27657,1,0.05,cloud,RRT15,Regulator of rDNA transcription protein 15,,
PF01580,1,0.05,cloud,FtsK_SpoIIIE,FtsK/SpoIIIE family,CL0023,P-loop_NTPase
PF10178,1,0.05,cloud,PAC3,Proteasome assembly chaperone 3,CL0765,PAC
PF02071,1,0.05,cloud,NSF,Aromatic-di-Alanine (AdAR) repeat ,CL0020,TPR
PF04518,1,0.05,cloud,Effector_1,Effector from type III secretion system,,
PF04884,1,0.05,cloud,UVB_sens_prot,Vitamin B6 photo-protection and homoeostasis domain,CL0015,MFS
PF15448,1,0.05,cloud,NTS_2,N-terminal segments of P. falciparum erythrocyte membrane protein,,
PF02932,1,0.05,cloud,Neur_chan_memb,Neurotransmitter-gated ion-channel transmembrane region,CL0975,NLGIC_TM
PF17490,1,0.05,cloud,Tnp_22_dsRBD,L1 transposable element dsRBD-like domain,,
PF00665,1,0.05,cloud,rve,Integrase core domain,CL0219,RNase_H
PF03388,1,0.05,cloud,Lectin_leg-like,Legume-like lectin family,CL0004,Concanavalin
PF25794,1,0.05,cloud,SACS,Sacsin domain,CL0025,His_Kinase_A
PF02643,1,0.05,cloud,DUF192,"Uncharacterized ACR, COG1430",,
PF06574,1,0.05,cloud,FAD_syn,FAD synthetase,CL0039,HUP
PF10737,1,0.05,cloud,GerPC,Spore germination protein GerPC,,
PF16550,1,0.05,cloud,RPN13_C,UCH-binding domain,,
PF08490,1,0.05,cloud,DUF1744,Domain of unknown function (DUF1744),CL0194,DNA_pol_B-like
PF12742,1,0.05,cloud,Gryzun-like,TRAPPC11 C-terminal domain,CL0159,E-set
PF00910,1,0.05,cloud,RNA_helicase,RNA helicase,CL0023,P-loop_NTPase
PF05598,1,0.05,cloud,DUF772,Transposase domain (DUF772),,
PF23383,1,0.05,cloud,Beta-prop_IFT140_1st,IFT140 first beta-propeller,CL0186,Beta_propeller
PF13304,1,0.05,cloud,AAA_21,"AAA domain, putative AbiEii toxin, Type IV TA system",CL0023,P-loop_NTPase
PF02363,1,0.05,cloud,C_tripleX,Cysteine rich repeat,,
PF01442,1,0.05,cloud,Apolipoprotein,Apolipoprotein A1/A4/E domain,CL0725,Apolipoprotein
PF00487,1,0.05,cloud,FA_desaturase,Fatty acid desaturase,CL0713,Acyl-CoA_desat
PF16930,1,0.05,cloud,Porin_5,Putative porin,CL0193,MBB
PF01609,1,0.05,cloud,DDE_Tnp_1,Transposase DDE domain,CL0219,RNase_H
PF05642,1,0.05,cloud,Sporozoite_P67,Sporozoite P67 surface antigen,,
PF12488,1,0.05,cloud,DUF3704,Protein of unknown function (DUF3704) ,,
PF03153,1,0.05,cloud,TFIIA,"Transcription factor IIA, alpha/beta subunit",,
PF00232,1,0.05,cloud,Glyco_hydro_1,Glycosyl hydrolase family 1,CL0036,TIM_barrel
PF00553,1,0.05,cloud,CBM_2,Cellulose binding domain,CL0203,CBD
PF22745,1,0.05,cloud,Nlig-Ia,"DNA ligase-like, N-terminal NAD+-binding domain",,
PF00536,1,0.05,cloud,SAM_1,SAM domain (Sterile alpha motif),CL0003,SAM
PF22562,1,0.05,cloud,UBA_7,UBA-like domain,CL0214,UBA
PF13276,1,0.05,cloud,HTH_21,HTH-like domain,CL0123,HTH
PF00989,1,0.05,cloud,PAS,PAS fold,CL0183,PAS_Fold
PF02332,1,0.05,cloud,Phenol_Hydrox,Methane/Phenol/Alkene Hydroxylase,CL0044,Ferritin
PF05359,1,0.05,cloud,DUF748,Domain of Unknown Function (DUF748),CL0760,RBG
PF04354,1,0.05,cloud,ZipA_C,"ZipA, C-terminal FtsZ-binding domain",,
PF13185,1,0.05,cloud,GAF_2,GAF domain,CL0161,GAF
PF05229,1,0.05,cloud,SCPU,Spore Coat Protein U domain,CL0204,Adhesin
PF13243,1,0.05,cloud,SQHop_cyclase_C,Squalene-hopene cyclase C-terminal domain,CL0059,6_Hairpin
PF01863,1,0.05,cloud,YgjP-like,"YgjP-like, metallopeptidase domain",CL0126,Peptidase_MA
PF07298,1,0.05,cloud,NnrU,NnrU protein,CL0115,Steroid_dh
PF04364,1,0.05,cloud,DNA_pol3_chi,"DNA polymerase III chi subunit, HolC",,
PF05391,1,0.05,cloud,Lsm_interact,Lsm interaction motif,,
PF01011,1,0.05,cloud,PQQ,"Glucose/ethanol/alcohol dehydrogenase, beta-propeller domain",CL0186,Beta_propeller
PF23234,1,0.05,cloud,WHD_4th_Lhr,"Large helicase-related protein, winged-helix domain",CL0123,HTH
PF00552,1,0.05,cloud,IN_DBD_C,Integrase DNA binding domain,CL0010,SH3
PF12815,1,0.05,cloud,CTD,Spt5 C-terminal nonapeptide repeat binding Spt4,CL0462,TPA-repeat
PF17854,1,0.05,cloud,FtsK_alpha,FtsK alpha domain,,
PF23562,1,0.05,cloud,AMP-binding_C_3,AMP-binding enzyme C-terminal domain,CL0531,AMP-binding_C
PF06024,1,0.05,cloud,Orf78,Orf78 (ac78),,
PF02994,1,0.05,cloud,Transposase_22,L1 transposable element RBD-like domain,CL0221,RRM
PF08737,1,0.05,cloud,Rgp1,Rgp1,CL0135,Arrestin_N-like
PF11857,1,0.05,cloud,DUF3377,Domain of unknown function (DUF3377),,
PF05114,1,0.05,cloud,MbnB_TglH_ChrH,RiPP precursor modification enzyme MbnB/TglH/ChrH,CL0036,TIM_barrel
PF03746,1,0.05,cloud,LamB_YcsF,LamB/YcsF family,CL0158,GH_CE
