domain_accession,n_carriers,n_species_present,n_species_absent,avoidance_score,expected_species_absent,excess_absence,poisson_binomial_p,n_clades_present,n_clades_absent,clade_avoidance_score,absent_clades,present_species,q_value,significant_q05,domain_name,description,clan_accession,clan_id
PF14635,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,HHH_7,Helix-hairpin-helix motif                       ,CL0198,HHH
PF14655,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,RAB3GAP2_N,Rab3 GTPase-activating protein regulatory subunit N-terminus,CL0186,Beta_propeller
PF14687,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,DUF4460,Domain of unknown function (DUF4460),,
PF14691,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Fer4_20,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster",CL0344,4Fe-4S
PF14732,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,UAE_UbL,Ubiquitin/SUMO-activating enzyme ubiquitin-like domain,,
PF14738,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CFAP91,Cilia- and flagella-associated protein 91,,
PF14769,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CLAMP,Flagellar C1a complex subunit C1a-32,,
PF14826,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,FACT-Spt16_Nlob,FACT complex subunit SPT16 N-terminal lobe domain,CL0356,AMP_N-like
PF14853,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Fis1_TPR_C,Fis1 C-terminal tetratricopeptide repeat,CL0020,TPR
PF14997,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CECR6_TMEM121,CECR6/TMEM121 family,,
PF15072,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,HROB,Homologous recombination OB-fold protein,CL0021,OB
PF16121,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,40S_S4_C,40S ribosomal protein S4 C-terminus,,
PF16131,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Torus,Torus domain,CL0537,CCCH_zf
PF16177,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,ACAS_N,Acetyl-coenzyme A synthetase N-terminus,CL0378,ANL
PF16186,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Arm_3,Atypical Arm repeat ,CL0020,TPR
PF16188,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Peptidase_M24_C,C-terminal region of peptidase_M24,,
PF16189,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Creatinase_N_2,Creatinase/Prolidase N-terminal domain,CL0356,AMP_N-like
PF16198,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,TruB_C_2,tRNA pseudouridylate synthase B C-terminal domain,CL0649,PseudoU_synth
PF16199,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Radical_SAM_C,Radical_SAM C-terminal domain,,
PF16205,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_S17_N,Ribosomal_S17 N-terminal,,
PF16275,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SF1-HH,Splicing factor 1 helix-hairpin domain,,
PF16282,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SANT_DAMP1_like,SANT/Myb-like domain of DAMP1,CL0123,HTH
PF16363,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",CL0063,NADP_Rossmann
PF16399,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Aquarius_N_1st,Intron-binding protein aquarius N-terminal,CL0020,TPR
PF16413,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Mlh1_C,DNA mismatch repair protein Mlh1 C-terminus,,
PF16417,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CNOT1_TTP_bind,CCR4-NOT transcription complex subunit 1 TTP binding domain,CL0020,TPR
PF16543,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,DFRP_C,"DRG Family Regulatory Proteins, Tma46",,
PF16573,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CLP1_N,N-terminal beta-sandwich domain of polyadenylation factor,,
PF16740,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SKA2,Spindle and kinetochore-associated protein 2,,
PF16835,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SF3A2,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11),,
PF16858,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,CNDH2_C,"Condensin II complex subunit CAP-H2 or CNDH2, C-terminal wHTH domain",CL0123,HTH
PF16886,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,ATP-synt_ab_Xtn,ATPsynthase alpha/beta subunit barrel-sandwich domain,CL0105,Hybrid
PF16891,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,STPPase_N,Serine-threonine protein phosphatase N-terminal domain,,
PF16901,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,DAO_C,C-terminal domain of alpha-glycerophosphate oxidase,CL0667,Fer2_BFD
PF17135,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_L18,Ribosomal protein 60S L18 and 50S L18e,CL0588,Ribos_L15p_L18e
PF17144,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_L5e,"Ribosomal large subunit proteins 60S L5, and 50S L18",CL0267,S11_L18p
PF17146,22,20,0,0.0,6.986,-6.986,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PIN_6,PIN domain of ribonuclease,CL0280,PIN
