domain_accession,n_proteins,n_instances,n_species,n_clades,n_reviewed_carriers,species_list,n_unreviewed_carriers,reviewed_fraction,pct_of_proteome,instances_per_carrier,domain_name,description,clan_accession,clan_id
PF04858,16,16,14,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,TH1,TH1 protein,,
PF05020,16,16,15,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,zf-NPL4,"NPL4 family, putative zinc binding region",,
PF08571,16,16,15,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri,16,0.0,0.012,1.0,Yos1,Yos1-like,,
PF21131,16,16,15,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,eEFSec_4th,eEFSec C-terminal RIFT domain,CL0866,ALR_C-like
PF18097,16,16,15,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,Vta1_C,Vta1 C-terminal domain,,
PF14327,16,16,15,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,CSTF2_hinge,Hinge domain of cleavage stimulation factor subunit 2,,
PF11977,16,16,14,4,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,RNase_Zc3h12a,Zc3h12a-like Ribonuclease NYN domain,CL0280,PIN
PF13833,16,16,10,4,0,Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,EF-hand_8,EF-hand domain pair,CL0220,EF_hand
PF16166,16,16,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,TIC20,Chloroplast import apparatus Tic20-like,CL0902,Tic20_MamF_MmsF
PF10447,16,16,15,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,EXOSC1,Exosome component EXOSC1/CSL4,CL0021,OB
PF09072,16,16,15,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,TMA7,Translation machinery associated TMA7,,
PF08164,16,16,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,TRAUB,"Apoptosis-antagonizing transcription factor, C-terminal",,
PF21292,16,16,14,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,EME1-MUS81_C,"EME1/MUS81, C-terminal",CL0198,HHH
PF02140,16,16,14,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,SUEL_Lectin,D-galactoside/L-rhamnose binding SUEL lectin domain,CL0881,SUEL-RBL_sf
PF00115,15,15,14,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,COX1,Cytochrome C and Quinol oxidase polypeptide I,CL0714,COX1-like
PF24987,15,15,13,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,15,0.0,0.012,1.0,HEAT_EF3_N,EF3 N-terminal HEAT repeat,CL0020,TPR
PF01369,15,15,14,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,Sec7,Sec7 domain,,
PF16589,15,15,13,6,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,13,0.1333,0.012,1.0,BRCT_2,BRCT domain,CL0459,BRCT-like
PF03364,15,15,15,6,0,Plasmodium berghei; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,Polyketide_cyc,Polyketide cyclase / dehydrase and lipid transport,CL0209,Bet_v_1_like
PF00641,15,15,15,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium yoelii,15,0.0,0.012,1.0,Zn_ribbon_RanBP,Zn-finger in Ran binding protein and others,CL0167,Zn_Beta_Ribbon
PF04758,15,15,14,7,1,Plasmodium berghei; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,14,0.0667,0.012,1.0,Ribosomal_S30,Ribosomal protein S30,,
PF12739,15,15,15,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,TRAPPC-Trs85,ER-Golgi trafficking TRAPP I complex 85 kDa subunit,,
PF24901,15,15,14,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,15,0.0,0.012,1.0,WHD_MCM7,"DNA replication licensing factor MCM7, winged helix",CL0123,HTH
PF16004,15,15,13,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,15,0.0,0.012,1.0,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component N-terminus,,
PF09745,15,15,15,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,NSRP1_N,"Nuclear speckle splicing regulatory protein 1, N-terminal",,
PF09329,15,15,14,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,zf-primase,Primase zinc finger,,
PF12814,15,15,14,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,Mcp5_PH,Meiotic cell cortex C-terminal pleckstrin homology,CL0266,PH
PF01448,15,15,15,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,15,0.0,0.012,1.0,ELM2,ELM2 domain,,
PF04756,15,15,14,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum,15,0.0,0.012,1.0,OST3_OST6,"OST3 / OST6 family, transporter family",CL0172,Thioredoxin
PF08659,15,15,14,7,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,KR,KR domain,CL0063,NADP_Rossmann
PF05008,15,15,14,6,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0,0.012,1.0,V-SNARE,Vesicle transport v-SNARE protein N-terminus,CL0445,SNARE-fusion
PF10639,15,15,13,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,15,0.0,0.012,1.0,TMEM234,Putative transmembrane family 234,CL0184,DMT
PF08729,14,14,14,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium malariae; Plasmodium ovale; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,HUN,HPC2 and ubinuclein domain,,
PF23356,14,14,14,5,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,TPR_PEP5_VPS11,PEP5/VPS11 Clathrin repeat,CL0020,TPR
PF00510,14,14,12,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,COX3,Cytochrome c oxidase subunit III,,
PF17815,14,14,13,5,1,Plasmodium brasilianum; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,13,0.0714,0.011,1.0,PDZ_3,PDZ domain,CL0466,PDZ-like
PF04281,14,14,12,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,14,0.0,0.011,1.0,Tom22,Mitochondrial import receptor subunit Tom22 ,,
PF00043,14,14,11,5,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,14,0.0,0.011,1.0,GST_C,"Glutathione S-transferase, C-terminal domain",CL0497,GST_C
PF21041,14,14,12,6,0,Plasmodium berghei; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,XMAP215_CLASP_TOG,"XMAP215/Dis1/CLASP, TOG domain",CL0020,TPR
PF05162,14,14,14,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,14,0.0,0.011,1.0,Ribosomal_L41,Ribosomal protein L41,CL0652,S24e_L23_L15e
PF10672,14,14,13,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,Methyltrans_SAM,S-adenosylmethionine-dependent methyltransferase,CL0063,NADP_Rossmann
PF03105,14,14,13,5,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,SPX,SPX domain,,
PF05708,14,14,14,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum,14,0.0,0.011,1.0,Peptidase_C92,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",CL0125,Peptidase_CA
PF00571,14,14,10,6,0,Plasmodium brasilianum; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium yoelii,14,0.0,0.011,1.0,CBS,CBS domain,,
PF00570,14,14,14,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,14,0.0,0.011,1.0,HRDC,HRDC domain,CL0426,HRDC-like
PF01394,14,14,13,5,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi,14,0.0,0.011,1.0,Clathrin_propel,Clathrin propeller repeat,CL0186,Beta_propeller
PF07819,14,14,12,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,14,0.0,0.011,1.0,PGAP1,PGAP1-like alpha/beta domain,CL0028,AB_hydrolase
PF10213,14,14,13,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,MRP-S28,Mitochondrial ribosomal subunit protein ,CL0337,RF
PF00646,14,14,10,6,0,Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium inui; Plasmodium knowlesi; Plasmodium reichenowi; Plasmodium vivax,14,0.0,0.011,1.0,F-box,F-box domain,CL0271,F-box
PF15786,14,14,14,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,14,0.0,0.011,1.0,PET117,"PET assembly of cytochrome c oxidase, mitochondrial",,
PF09468,14,14,14,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,RNase_H2-Ydr279,Ydr279p protein family (RNase H2 complex component) wHTH domain,CL0123,HTH
PF01329,14,14,13,6,0,Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum,14,0.0,0.011,1.0,Pterin_4a,Pterin 4 alpha carbinolamine dehydratase,,
PF21590,14,14,14,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,14,0.0,0.011,1.0,AP5B1_C,"AP5B1, C-terminal",CL0545,APCOP-app_sub
PF09756,14,14,14,6,0,Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,14,0.0,0.011,1.0,DDRGK,DDRGK domain,CL0123,HTH
