domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF00009,PF00679,176,449,179,76215,1.055,0.3894,166.899,7.383,0.0,False,False,CL0023,CL0437,0.0,True,True,GTP_EFTU,EFG_C
PF00009,PF14492,96,449,98,76215,0.577,0.2129,166.28,7.377,7.536388223817969e-216,False,False,CL0023,CL0437,1.0764237519679627e-214,True,True,GTP_EFTU,EFG_III
PF01926,PF02824,44,442,46,76215,0.267,0.0991,164.935,7.366,4.396293614658076e-97,False,False,CL0023,CL0072,2.2410735799974164e-96,True,True,MMR_HSR1,TGS
PF08264,PF09334,17,129,61,76215,0.103,0.0983,164.653,7.363,1.2902243508891203e-33,False,False,CL0258,CL0039,1.5478602751554106e-33,True,True,Anticodon_1,tRNA-synt_1g
PF01926,PF10396,21,442,22,76215,0.128,0.0474,164.594,7.363,1.4545741223987723e-46,False,False,CL0023,CL0289,1.9645184846670305e-46,True,True,MMR_HSR1,TrmE_N
PF13181,PF13424,7,172,19,76215,0.043,0.038,163.251,7.351,1.2980042024934414e-14,False,True,CL0020,CL0020,1.3506380498797732e-14,True,False,TPR_8,TPR_12
PF00009,PF06421,22,449,23,76215,0.135,0.0489,162.364,7.343,1.1971564731972265e-48,False,False,CL0023,,1.6522287150598004e-48,True,True,GTP_EFTU,LepA_C
PF00009,PF14578,21,449,22,76215,0.13,0.0467,162.028,7.34,2.0385537367248674e-46,False,False,CL0023,CL0866,2.745881100890969e-46,True,True,GTP_EFTU,GTP_EFTU_D4
PF00009,PF22594,48,449,51,76215,0.3,0.1062,159.759,7.32,1.4336901002655496e-104,False,False,CL0023,CL0740,7.697187275893766e-104,True,True,GTP_EFTU,GTP-eEF1A_C
PF00642,PF14608,8,132,29,76215,0.05,0.0523,159.279,7.315,2.7163337562100567e-16,False,True,CL0537,CL0537,2.853941226163793e-16,True,False,zf-CCCH,zf-CCCH_2
PF00009,PF21131,15,449,16,76215,0.094,0.0333,159.135,7.314,4.495822602303278e-33,False,False,CL0023,CL0866,5.363810417562776e-33,True,True,GTP_EFTU,eEFSec_4th
PF02214,PF24681,22,45,236,76215,0.139,0.0849,157.884,7.303,8.903149316002067e-44,False,False,CL0033,CL0186,1.1721189621240983e-43,True,True,BTB_2,Kelch_KLHDC2_KLHL20_DRC7
PF00856,PF01753,21,160,64,76215,0.134,0.1034,156.3,7.288,5.625924372014076e-41,False,False,CL0489,CL0175,7.242899234038529e-41,True,True,SET,zf-MYND
PF00679,PF22042,25,179,70,76215,0.164,0.1116,152.065,7.249,1.9071760328967223e-48,False,False,CL0437,CL0866,2.6249677398233073e-48,True,True,EFG_C,EF-G_D2
PF00432,PF07019,5,66,38,76215,0.033,0.0505,151.944,7.247,2.04793550774157e-10,False,False,CL0059,CL0706,2.0865237945630801e-10,True,True,Prenyltrans,EMC6
PF00439,PF13637,12,119,51,76215,0.08,0.0759,150.697,7.236,1.7872373479895143e-23,False,False,,CL0465,1.9925459093196796e-23,True,True,Bromodomain,Ank_4
PF00005,PF04068,22,340,33,76215,0.147,0.0627,149.441,7.223,1.7993982096002682e-44,False,False,CL0023,CL0344,2.373073945413594e-44,True,True,ABC_tran,Fer4_RLI
PF00133,PF09334,16,135,61,76215,0.108,0.0889,148.08,7.21,7.079045378562324e-31,False,True,CL0039,CL0039,8.334117187514275e-31,True,False,tRNA-synt_1,tRNA-synt_1g
PF00149,PF05011,13,324,21,76215,0.089,0.0392,145.619,7.186,2.2931463782298116e-26,False,False,CL0163,,2.608432469301228e-26,True,True,Metallophos,DBR1
PF00490,PF00675,5,20,131,76215,0.034,0.0342,145.448,7.184,2.1092921133028035e-10,False,False,CL0036,CL0094,2.147591297606217e-10,True,True,ALAD,Peptidase_M16
PF08154,PF23098,5,44,66,76215,0.038,0.0476,131.224,7.036,4.4132403555067804e-10,False,False,CL0072,CL0186,4.472319878338196e-10,True,True,NLE,Beta-prop_NOL10_N
PF05424,PF11556,37,317,68,76215,0.283,0.1063,130.82,7.031,1.7795017312870154e-70,False,False,CL0195,,3.587437578120561e-70,True,True,Duffy_binding,EBA-175_VI
PF13181,PF13374,5,172,17,76215,0.038,0.0272,130.327,7.026,3.3423443059855314e-10,False,True,CL0020,CL0020,3.3893565165854617e-10,True,False,TPR_8,TPR_10
PF02676,PF24681,8,20,236,76215,0.062,0.0323,129.178,7.013,9.15042982363673e-16,False,False,,CL0186,9.594010216749313e-16,True,True,TYW3,Kelch_KLHDC2_KLHL20_DRC7
PF00160,PF04641,15,242,37,76215,0.117,0.0568,127.678,6.996,1.9039574863514196e-28,False,False,CL0475,CL0229,2.20045162926416e-28,True,True,Pro_isomerase,Rtf2
PF00575,PF04408,15,83,108,76215,0.118,0.0852,127.535,6.995,7.588757058910671e-28,False,False,CL0021,CL0123,8.717282387853382e-28,True,True,S1,WHD_HA2
PF17857,PF24681,20,51,236,76215,0.158,0.0749,126.645,6.985,2.0507804471792344e-37,False,False,CL0671,CL0186,2.532529850758043e-37,True,True,AAA_lid_1,Kelch_KLHDC2_KLHL20_DRC7
PF08373,PF26172,19,327,35,76215,0.15,0.0554,126.526,6.983,2.338188979091737e-36,False,False,CL0236,CL0020,2.866411428619344e-36,True,True,RAP,RESC8
PF00575,PF21010,15,83,113,76215,0.123,0.0829,121.892,6.929,1.561959491738737e-27,False,False,CL0021,,1.7901640200548434e-27,True,True,S1,HA2_C
PF00176,PF00385,24,240,64,76215,0.202,0.0857,119.086,6.896,6.205825538700327e-44,False,False,CL0023,CL0010,8.177214852560743e-44,True,True,SNF2-rel_dom,Chromo
PF00226,PF00684,43,641,43,76215,0.362,0.0671,118.9,6.894,1.4012238520824015e-90,False,False,CL0392,CL0895,6.547694173002334e-90,True,True,DnaJ,DnaJ_CXXCXGXG
PF00226,PF21884,43,641,43,76215,0.362,0.0671,118.9,6.894,1.4012238520824015e-90,False,False,CL0392,,6.547694173002334e-90,True,True,DnaJ,ZUO1-like_ZHD
PF00226,PF23082,22,641,22,76215,0.185,0.0343,118.9,6.894,1.5453067415296922e-46,False,False,CL0392,CL0123,2.0833431938343313e-46,True,True,DnaJ,Myb_DNA-binding_2
PF00226,PF23302,22,641,22,76215,0.185,0.0343,118.9,6.894,1.5453067415296922e-46,False,False,CL0392,CL0123,2.0833431938343313e-46,True,True,DnaJ,HTH_DNAJC9
PF10294,PF12796,21,43,315,76215,0.178,0.0623,118.163,6.885,4.3015433845575476e-39,False,False,CL0063,CL0465,5.4180837639102556e-39,True,True,Methyltransf_16,Ank_2
PF00226,PF01556,126,641,127,76215,1.068,0.1963,117.964,6.882,8.919896233427761e-266,False,False,CL0392,,1.8499620407410451e-264,True,True,DnaJ,DnaJ_C
PF26172,PF26188,8,35,148,76215,0.068,0.0457,117.707,6.879,3.7575903841582865e-15,False,True,CL0020,CL0020,3.926150339279258e-15,True,False,RESC8,RESC6
PF01018,PF01926,45,66,442,76215,0.383,0.0972,117.567,6.877,1.7938332486027187e-85,False,False,CL0762,CL0023,5.263301430977744e-85,True,True,GTP1_OBG,MMR_HSR1
PF01344,PF24681,13,36,236,76215,0.111,0.0502,116.619,6.866,3.734338427155365e-24,False,True,CL0186,CL0186,4.1756191866419664e-24,True,False,Kelch_1,Kelch_KLHDC2_KLHL20_DRC7
PF00612,PF13540,20,86,153,76215,0.173,0.0913,115.846,6.856,5.068602732514397e-36,False,False,CL0220,CL0186,6.188600433086127e-36,True,True,IQ,RCC1_2
PF02463,PF13476,9,101,59,76215,0.078,0.0596,115.109,6.847,1.0398716837583492e-16,False,True,CL0023,CL0023,1.0978840510530966e-16,True,False,SMC_N,AAA_23
PF00575,PF07717,15,83,120,76215,0.131,0.0798,114.782,6.843,4.05847775056634e-27,False,True,CL0021,CL0021,4.6443955512905805e-27,True,False,S1,OB_NTP_bind
PF00226,PF14308,94,641,101,76215,0.849,0.1451,110.66,6.79,1.1340009937775755e-188,False,False,CL0392,,1.3518720508498024e-187,True,True,DnaJ,DnaJ-X
PF00122,PF16209,19,158,85,76215,0.176,0.0848,107.825,6.753,1.2772216424743297e-33,False,False,,,1.533476262257046e-33,True,True,E1-E2_ATPase,PhoLip_ATPase_N
PF07728,PF24681,20,62,236,76215,0.192,0.0719,104.176,6.703,2.3637191258066444e-35,False,False,CL0023,CL0186,2.8744343425471967e-35,True,True,AAA_5,Kelch_KLHDC2_KLHL20_DRC7
PF00004,PF17862,333,748,333,76215,3.268,0.4452,101.892,6.671,0.0,False,False,CL0023,CL0671,0.0,True,True,AAA,AAA_lid_3
PF00004,PF16450,110,748,110,76215,1.08,0.1471,101.892,6.671,2.983107585907735e-225,False,False,CL0023,CL0021,4.608596821494195e-224,True,True,AAA,Prot_ATP_ID_OB_C
PF00004,PF08542,68,748,68,76215,0.667,0.0909,101.892,6.671,1.245188053232209e-138,False,False,CL0023,CL0604,9.241248591144924e-138,True,True,AAA,Rep_fac_C
PF00004,PF01434,68,748,68,76215,0.667,0.0909,101.892,6.671,1.245188053232209e-138,False,False,CL0023,CL0126,9.241248591144924e-138,True,True,AAA,Peptidase_M41
PF00004,PF25361,62,748,62,76215,0.608,0.0829,101.892,6.671,2.3814886763565362e-126,False,False,CL0023,CL0671,1.4776942032802442e-125,True,True,AAA,AAA_lid_RFC1
PF00004,PF02861,49,748,49,76215,0.481,0.0655,101.892,6.671,8.125477993271629e-100,False,False,CL0023,,4.213004685552482e-99,True,True,AAA,Clp_N
PF00004,PF21960,35,748,35,76215,0.344,0.0468,101.892,6.671,2.331483308399856e-71,False,False,CL0023,CL0671,4.802538406690316e-71,True,True,AAA,RCF1-5-like_lid
PF00004,PF08519,24,748,24,76215,0.236,0.0321,101.892,6.671,4.408467202890464e-49,False,False,CL0023,,6.123320500161617e-49,True,True,AAA,RFC1
PF00004,PF23242,23,748,23,76215,0.226,0.0307,101.892,6.671,4.632964594794899e-47,False,False,CL0023,CL0671,6.302163878274464e-47,True,True,AAA,AAA_lid_TRIP13_C
PF00004,PF06480,23,748,23,76215,0.226,0.0307,101.892,6.671,4.632964594794899e-47,False,False,CL0023,,6.302163878274464e-47,True,True,AAA,FtsH_ext
PF00004,PF21236,23,748,23,76215,0.226,0.0307,101.892,6.671,4.632964594794899e-47,False,False,CL0023,CL0021,6.302163878274464e-47,True,True,AAA,OB_PRS7
PF00004,PF08740,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,,6.46876013275439e-45,True,True,AAA,BCS1_N
PF00004,PF25426,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,CL0671,6.46876013275439e-45,True,True,AAA,AAA_lid_BCS1
PF00004,PF02359,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,CL0199,6.46876013275439e-45,True,True,AAA,CDC48_N
PF00004,PF02933,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,CL0402,6.46876013275439e-45,True,True,AAA,CDC48_2
PF00004,PF12037,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,,6.46876013275439e-45,True,True,AAA,ATAD3_N
PF00004,PF04212,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,CL0745,6.46876013275439e-45,True,True,AAA,MIT
PF00004,PF09336,22,748,22,76215,0.216,0.0294,101.892,6.671,4.86225167177972e-45,False,False,CL0023,CL0671,6.46876013275439e-45,True,True,AAA,Vps4_C
PF00004,PF22606,19,748,19,76215,0.186,0.0254,101.892,6.671,5.574726121025173e-39,False,False,CL0023,CL0671,7.015906356801423e-39,True,True,AAA,Cdc6-ORC-like_ATPase_lid
PF00004,PF22667,6,748,6,76215,0.059,0.008,101.892,6.671,8.760356937201595e-13,False,False,CL0023,CL0671,9.022571702668854e-13,True,True,AAA,Lon_lid
PF00566,PF07534,21,254,63,76215,0.21,0.0709,100.02,6.644,9.96804697436674e-37,False,False,CL0816,,1.225964510088647e-36,True,True,RabGAP-TBC,TLD
PF00004,PF17871,66,748,68,76215,0.667,0.088,98.895,6.628,3.479226909484646e-131,False,False,CL0023,CL0671,2.3307741331680325e-130,True,True,AAA,AAA_lid_9
PF00176,PF00628,21,240,68,76215,0.214,0.0732,98.071,6.616,1.9445892863742338e-36,False,False,CL0023,CL0229,2.3877600807547363e-36,True,True,SNF2-rel_dom,PHD
PF00004,PF02190,22,748,23,76215,0.226,0.0294,97.462,6.607,1.1081253624007867e-43,False,False,CL0023,CL0178,1.453814383600339e-43,True,True,AAA,LON_substr_bdg
PF00004,PF05362,20,748,21,76215,0.206,0.0267,97.04,6.601,1.1098601318742081e-39,False,False,CL0023,CL0329,1.4144177101494538e-39,True,True,AAA,Lon_C
PF06470,PF13476,6,86,59,76215,0.067,0.0432,90.124,6.494,7.42107886629671e-11,False,False,,CL0023,7.571100676262277e-11,True,True,SMC_hinge,AAA_23
PF13202,PF13499,38,82,399,76215,0.429,0.0858,88.519,6.468,9.51780877281062e-65,False,True,CL0220,CL0220,1.6658916164202635e-64,True,False,EF-hand_5,EF-hand_7
PF00004,PF07724,88,748,102,76215,1.001,0.1155,87.907,6.458,5.1615634167349726e-163,False,True,CL0023,CL0023,5.316059192473979e-162,True,False,AAA,AAA_2
PF00887,PF12796,19,53,315,76215,0.219,0.0544,86.738,6.439,3.0949837802828325e-32,False,False,CL0632,CL0465,3.6636477274028213e-32,True,True,ACBP,Ank_2
PF02818,PF12879,6,8,662,76215,0.069,0.009,86.346,6.432,1.1583743209491556e-11,False,False,,,1.1849856229169065e-11,True,True,PPAK,SICA_C
PF01926,PF17835,22,442,44,76215,0.255,0.0474,86.216,6.43,6.878998866149161e-38,False,False,CL0023,CL0669,8.578916213632479e-38,True,True,MMR_HSR1,NOG1_N
PF00004,PF10431,66,748,80,76215,0.785,0.0866,84.061,6.393,2.071037083060796e-119,False,False,CL0023,CL0671,1.2059808245207865e-118,True,True,AAA,ClpB_D2-small
PF12878,PF12887,144,299,442,76215,1.734,0.2412,83.044,6.376,7.476332521731737e-246,False,True,CL0474,CL0474,1.2576852708779834e-244,True,False,SICA_beta,SICA_alpha
PF00122,PF16212,19,158,111,76215,0.23,0.076,82.568,6.368,3.3436046032878538e-31,False,False,,CL0137,3.939468769943822e-31,True,True,E1-E2_ATPase,PhoLip_ATPase_C
PF12878,PF12879,208,299,662,76215,2.597,0.2762,80.089,6.324,0.0,False,False,CL0474,,0.0,True,True,SICA_beta,SICA_C
PF08282,PF13246,14,102,136,76215,0.182,0.0625,76.918,6.265,8.666202907439971e-23,False,True,CL0137,CL0137,9.598120849937173e-23,True,False,Hydrolase_3,Cation_ATPase
PF00004,PF00533,24,748,34,76215,0.334,0.0317,71.924,6.168,5.27453632231288e-41,False,False,CL0023,CL0459,6.819511521760632e-41,True,True,AAA,BRCT
PF00439,PF00583,16,119,145,76215,0.226,0.0645,70.672,6.143,2.853943352487942e-25,False,False,,CL0257,3.214933211061566e-25,True,True,Bromodomain,Acetyltransf_1
PF12780,PF24681,20,93,236,76215,0.288,0.0647,69.451,6.118,2.51128690396436e-31,False,False,CL0023,CL0186,2.9657475605320133e-31,True,True,AAA_8,Kelch_KLHDC2_KLHL20_DRC7
PF00270,PF13959,65,1100,65,76215,0.938,0.0591,69.286,6.114,3.404087208098303e-121,False,False,CL0023,,2.005364993408884e-120,True,True,DEAD,CTE_SPB4
PF00270,PF23445,46,1100,46,76215,0.664,0.0418,69.286,6.114,8.350572601004767e-86,False,False,CL0023,CL0123,2.5235063708425583e-85,True,True,DEAD,WHD_SNRNP200
PF00270,PF18149,22,1100,22,76215,0.318,0.02,69.286,6.114,2.60173827017975e-41,False,False,CL0023,,3.378243345670791e-41,True,True,DEAD,Helicase_PWI
PF00270,PF25430,22,1100,22,76215,0.318,0.02,69.286,6.114,2.60173827017975e-41,False,False,CL0023,,3.378243345670791e-41,True,True,DEAD,DDX23
PF00270,PF13234,21,1100,21,76215,0.303,0.0191,69.286,6.114,1.837227486173086e-39,False,False,CL0023,CL0010,2.3374474067781955e-39,True,True,DEAD,MTR4_beta-barrel
PF00270,PF26142,20,1100,20,76215,0.289,0.0182,69.286,6.114,1.296181002860725e-37,False,False,CL0023,,1.6072219806151823e-37,True,True,DEAD,DD_DDX21-DDX50
PF00270,PF08152,19,1100,19,76215,0.274,0.0173,69.286,6.114,9.136337437000536e-36,False,False,CL0023,CL0221,1.1119304565609976e-35,True,True,DEAD,GUCT
PF00179,PF00627,20,304,74,76215,0.295,0.0559,67.759,6.082,2.673097686161659e-31,False,False,CL0208,CL0214,3.1543802781362063e-31,True,True,UQ_con,UBA
PF00270,PF08148,44,1100,45,76215,0.649,0.04,67.747,6.082,1.930450526404953e-80,False,False,CL0023,,4.9790495689558755e-80,True,True,DEAD,DSHCT
PF00400,PF23953,44,1133,44,76215,0.654,0.0388,67.268,6.072,1.6382529814720075e-81,False,False,CL0186,CL0020,4.374453287387336e-81,True,True,WD40,TPR_COPA_B
PF00400,PF04053,28,1133,28,76215,0.416,0.0247,67.268,6.072,4.757509600578014e-52,False,True,CL0186,CL0186,6.85987574788106e-52,True,False,WD40,B-prop_COPA_B_2nd
PF00400,PF16300,24,1133,24,76215,0.357,0.0212,67.268,6.072,1.0655801279778072e-44,False,True,CL0186,CL0186,1.4089854268632314e-44,True,False,WD40,WD40_4
PF00400,PF04158,23,1133,23,76215,0.342,0.0203,67.268,6.072,7.31429559557523e-43,False,False,CL0186,,9.554653608024933e-43,True,True,WD40,Sof1
PF00400,PF06957,22,1133,22,76215,0.327,0.0194,67.268,6.072,5.016184737296701e-41,False,False,CL0186,CL0020,6.491028796809578e-41,True,True,WD40,COPI_C
PF00400,PF08324,22,1133,22,76215,0.327,0.0194,67.268,6.072,5.016184737296701e-41,False,False,CL0186,CL0020,6.491028796809578e-41,True,True,WD40,PUL
PF00400,PF09070,22,1133,22,76215,0.327,0.0194,67.268,6.072,5.016184737296701e-41,False,False,CL0186,,6.491028796809578e-41,True,True,WD40,PFU
PF00400,PF23627,21,1133,21,76215,0.312,0.0185,67.268,6.072,3.437078955697705e-39,False,False,CL0186,CL0561,4.336447949105271e-39,True,True,WD40,LisH_WDR26
PF00400,PF08953,20,1133,20,76215,0.297,0.0177,67.268,6.072,2.352993989482359e-37,False,True,CL0186,CL0186,2.9033682967206938e-37,True,False,WD40,DUF1899
PF00400,PF08625,17,1133,17,76215,0.253,0.015,67.268,6.072,7.509485504201495e-32,False,False,CL0186,,8.882313322938331e-32,True,True,WD40,Utp13
PF00270,PF16124,28,1100,29,76215,0.419,0.0254,66.897,6.064,5.888102150434354e-51,False,False,CL0023,,8.39414939336875e-51,True,True,DEAD,RecQ_Zn_bind
PF00400,PF12265,85,1133,86,76215,1.278,0.075,66.486,6.055,1.5178370699007572e-155,False,True,CL0186,CL0186,1.4012227584327723e-154,True,False,WD40,CAF1C_H4-bd
PF00122,PF08282,14,158,102,76215,0.211,0.0569,66.208,6.049,7.626223537238574e-22,False,False,,CL0137,8.36674089520232e-22,True,True,E1-E2_ATPase,Hydrolase_3
PF00270,PF21188,21,1100,22,76215,0.318,0.0191,66.137,6.047,3.9872639659070134e-38,False,False,CL0023,,4.997282818198029e-38,True,True,DEAD,BRR2_plug
PF00270,PF09382,21,1100,22,76215,0.318,0.0191,66.137,6.047,3.9872639659070134e-38,False,False,CL0023,CL0123,4.997282818198029e-38,True,True,DEAD,RQC
PF17852,PF24681,20,98,236,76215,0.303,0.0637,65.907,6.042,7.969876460168451e-31,False,False,,CL0186,9.375596706056749e-31,True,True,Dynein_AAA_lid,Kelch_KLHDC2_KLHL20_DRC7
PF00400,PF08154,43,1133,44,76215,0.654,0.0379,65.739,6.039,4.96690949666475e-78,False,False,CL0186,CL0072,1.2388634230560842e-77,True,True,WD40,NLE
PF00270,PF04408,101,1100,108,76215,1.559,0.0912,64.796,6.018,2.961245338872586e-178,False,False,CL0023,CL0123,3.3457652560097724e-177,True,True,DEAD,WHD_HA2
PF00270,PF21010,103,1100,113,76215,1.631,0.0928,63.155,5.981,1.0913712622986203e-178,False,False,CL0023,,1.242357963248204e-177,True,True,DEAD,HA2_C
PF12879,PF12887,236,662,442,76215,3.839,0.2719,61.471,5.942,0.0,False,False,,CL0474,0.0,True,True,SICA_C,SICA_alpha
PF12781,PF24681,17,91,236,76215,0.282,0.0548,60.33,5.915,1.1541606278180255e-25,False,False,CL0023,CL0186,1.3020858349601272e-25,True,True,AAA_9,Kelch_KLHDC2_KLHL20_DRC7
PF00270,PF07717,102,1100,120,76215,1.732,0.0912,58.893,5.88,1.3120464864875088e-169,False,False,CL0023,CL0021,1.4088215464837508e-168,True,True,DEAD,OB_NTP_bind
PF00400,PF23609,20,1133,23,76215,0.342,0.0176,58.494,5.87,3.995647713427854e-34,False,True,CL0186,CL0186,4.820247520422129e-34,True,False,WD40,Beta-prop_EIPR1
PF00076,PF12220,22,1336,22,76215,0.386,0.0165,57.047,5.834,1.9438873826403107e-39,False,True,CL0221,CL0221,2.4669283296877035e-39,True,False,RRM_1,U1snRNP70_N
PF00076,PF00658,22,1336,22,76215,0.386,0.0165,57.047,5.834,1.9438873826403107e-39,False,False,CL0221,CL0828,2.4669283296877035e-39,True,True,RRM_1,MLLE
PF00076,PF21369,22,1336,22,76215,0.386,0.0165,57.047,5.834,1.9438873826403107e-39,False,False,CL0221,CL0229,2.4669283296877035e-39,True,True,RRM_1,STL11_N
PF00076,PF15519,21,1336,21,76215,0.368,0.0157,57.047,5.834,1.1263312185011092e-37,False,False,CL0221,,1.3989052213377188e-37,True,True,RRM_1,RBM39linker
PF00076,PF14327,16,1336,16,76215,0.28,0.012,57.047,5.834,7.274106980774411e-29,False,False,CL0221,,8.419723217807689e-29,True,True,RRM_1,CSTF2_hinge
PF24681,PF24981,6,236,34,76215,0.105,0.0227,56.99,5.833,1.03444195768866e-09,False,True,CL0186,CL0186,1.0468884518319726e-09,True,False,Kelch_KLHDC2_KLHL20_DRC7,Beta-prop_ATRN-LZTR1
PF00226,PF11875,11,641,23,76215,0.193,0.0168,56.865,5.829,1.687342600766943e-17,False,False,CL0392,CL0881,1.790214924709987e-17,True,True,DnaJ,DnaJ-like_C11_C
PF00271,PF13959,65,1347,65,76215,1.149,0.0483,56.581,5.822,2.5499197653104147e-115,False,False,CL0023,,1.4459095598052314e-114,True,True,Helicase_C,CTE_SPB4
PF00271,PF18149,22,1347,22,76215,0.389,0.0163,56.581,5.822,2.3315029943088043e-39,False,False,CL0023,,2.9489519911307685e-39,True,True,Helicase_C,Helicase_PWI
PF00271,PF25430,22,1347,22,76215,0.389,0.0163,56.581,5.822,2.3315029943088043e-39,False,False,CL0023,,2.9489519911307685e-39,True,True,Helicase_C,DDX23
PF00271,PF12513,22,1347,22,76215,0.389,0.0163,56.581,5.822,2.3315029943088043e-39,False,False,CL0023,CL0745,2.9489519911307685e-39,True,True,Helicase_C,SUV3_C
PF00271,PF22527,22,1347,22,76215,0.389,0.0163,56.581,5.822,2.3315029943088043e-39,False,True,CL0023,CL0023,2.9489519911307685e-39,True,False,Helicase_C,DEXQc_Suv3
PF00271,PF13234,21,1347,21,76215,0.371,0.0156,56.581,5.822,1.3397174898066745e-37,False,False,CL0023,CL0010,1.659846382624636e-37,True,True,Helicase_C,MTR4_beta-barrel
PF00271,PF26142,20,1347,20,76215,0.353,0.0148,56.581,5.822,7.692522542262214e-36,False,False,CL0023,,9.36965336201528e-36,True,True,Helicase_C,DD_DDX21-DDX50
PF00271,PF20600,20,1347,20,76215,0.353,0.0148,56.581,5.822,7.692522542262214e-36,False,False,CL0023,,9.36965336201528e-36,True,True,Helicase_C,ExoX-like_C
PF00271,PF08152,19,1347,19,76215,0.336,0.0141,56.581,5.822,4.413700659866053e-34,False,False,CL0023,CL0221,5.316104056513289e-34,True,True,Helicase_C,GUCT
PF00271,PF14446,19,1347,19,76215,0.336,0.0141,56.581,5.822,4.413700659866053e-34,False,False,CL0023,CL0229,5.316104056513289e-34,True,True,Helicase_C,Prok-RING_1
PF00009,PF04950,15,449,45,76215,0.265,0.0313,56.581,5.822,8.296993259004157e-23,False,False,CL0023,CL0866,9.195935427622471e-23,True,True,GTP_EFTU,RIBIOP_C
PF00009,PF08142,15,449,45,76215,0.265,0.0313,56.581,5.822,8.296993259004157e-23,False,False,CL0023,CL0866,9.195935427622471e-23,True,True,GTP_EFTU,AARP2CN
PF12777,PF24681,20,116,236,76215,0.359,0.0602,55.68,5.799,3.1201490861000914e-29,False,False,,CL0186,3.6254073034194465e-29,True,True,MT,Kelch_KLHDC2_KLHL20_DRC7
PF00271,PF04408,106,1347,108,76215,1.909,0.0786,55.533,5.795,1.4223976224260923e-184,False,False,CL0023,CL0123,1.656546154117772e-183,True,True,Helicase_C,WHD_HA2
PF00271,PF23445,45,1347,46,76215,0.813,0.0334,55.351,5.791,2.9378653877251216e-78,False,False,CL0023,CL0123,7.339815506626789e-78,True,True,Helicase_C,WHD_SNRNP200
PF00271,PF08148,44,1347,45,76215,0.795,0.0326,55.324,5.79,1.680079724475309e-76,False,False,CL0023,,4.037524925167647e-76,True,True,Helicase_C,DSHCT
